"name","description","page"
"nattenuata_eg_homolog_ensembl_gene","Nicotiana attenuata gene stable ID","homologs"
"nattenuata_eg_homolog_associated_gene_name","Nicotiana attenuata gene name","homologs"
"nattenuata_eg_homolog_ensembl_peptide","Nicotiana attenuata protein or transcript stable ID","homologs"
"nattenuata_eg_homolog_chromosome","Nicotiana attenuata chromosome/scaffold name","homologs"
"nattenuata_eg_homolog_chrom_start","Nicotiana attenuata chromosome/scaffold start (bp)","homologs"
"nattenuata_eg_homolog_chrom_end","Nicotiana attenuata chromosome/scaffold end (bp)","homologs"
"nattenuata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"nattenuata_eg_homolog_subtype","Last common ancestor with Nicotiana attenuata","homologs"
"nattenuata_eg_homolog_orthology_type","Nicotiana attenuata homology type","homologs"
"nattenuata_eg_homolog_perc_id","%id. target Nicotiana attenuata gene identical to query gene","homologs"
"nattenuata_eg_homolog_perc_id_r1","%id. query gene identical to target Nicotiana attenuata gene","homologs"
"nattenuata_eg_homolog_goc_score","Nicotiana attenuata Gene-order conservation score","homologs"
"nattenuata_eg_homolog_wga_coverage","Nicotiana attenuata Whole-genome alignment coverage","homologs"
"nattenuata_eg_homolog_orthology_confidence","Nicotiana attenuata orthology confidence [0 low, 1 high]","homologs"
"ncolorata_eg_homolog_ensembl_gene","Nymphaea colorata gene stable ID","homologs"
"ncolorata_eg_homolog_associated_gene_name","Nymphaea colorata gene name","homologs"
"ncolorata_eg_homolog_ensembl_peptide","Nymphaea colorata protein or transcript stable ID","homologs"
"ncolorata_eg_homolog_chromosome","Nymphaea colorata chromosome/scaffold name","homologs"
"ncolorata_eg_homolog_chrom_start","Nymphaea colorata chromosome/scaffold start (bp)","homologs"
"ncolorata_eg_homolog_chrom_end","Nymphaea colorata chromosome/scaffold end (bp)","homologs"
"ncolorata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ncolorata_eg_homolog_subtype","Last common ancestor with Nymphaea colorata","homologs"
"ncolorata_eg_homolog_orthology_type","Nymphaea colorata homology type","homologs"
"ncolorata_eg_homolog_perc_id","%id. target Nymphaea colorata gene identical to query gene","homologs"
"ncolorata_eg_homolog_perc_id_r1","%id. query gene identical to target Nymphaea colorata gene","homologs"
"ncolorata_eg_homolog_orthology_confidence","Nymphaea colorata orthology confidence [0 low, 1 high]","homologs"
"oesylvestris_eg_homolog_ensembl_gene","Olea europaea var. sylvestris gene stable ID","homologs"
"oesylvestris_eg_homolog_associated_gene_name","Olea europaea var. sylvestris gene name","homologs"
"oesylvestris_eg_homolog_ensembl_peptide","Olea europaea var. sylvestris protein or transcript stable ID","homologs"
"oesylvestris_eg_homolog_chromosome","Olea europaea var. sylvestris chromosome/scaffold name","homologs"
"oesylvestris_eg_homolog_chrom_start","Olea europaea var. sylvestris chromosome/scaffold start (bp)","homologs"
"oesylvestris_eg_homolog_chrom_end","Olea europaea var. sylvestris chromosome/scaffold end (bp)","homologs"
"oesylvestris_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"oesylvestris_eg_homolog_subtype","Last common ancestor with Olea europaea var. sylvestris","homologs"
"oesylvestris_eg_homolog_orthology_type","Olea europaea var. sylvestris homology type","homologs"
"oesylvestris_eg_homolog_perc_id","%id. target Olea europaea var. sylvestris gene identical to query gene","homologs"
"oesylvestris_eg_homolog_perc_id_r1","%id. query gene identical to target Olea europaea var. sylvestris gene","homologs"
"oesylvestris_eg_homolog_wga_coverage","Olea europaea var. sylvestris Whole-genome alignment coverage","homologs"
"oesylvestris_eg_homolog_orthology_confidence","Olea europaea var. sylvestris orthology confidence [0 low, 1 high]","homologs"
"obarthii_eg_homolog_ensembl_gene","Oryza barthii gene stable ID","homologs"
"obarthii_eg_homolog_associated_gene_name","Oryza barthii gene name","homologs"
"obarthii_eg_homolog_ensembl_peptide","Oryza barthii protein or transcript stable ID","homologs"
"obarthii_eg_homolog_chromosome","Oryza barthii chromosome/scaffold name","homologs"
"obarthii_eg_homolog_chrom_start","Oryza barthii chromosome/scaffold start (bp)","homologs"
"obarthii_eg_homolog_chrom_end","Oryza barthii chromosome/scaffold end (bp)","homologs"
"obarthii_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"obarthii_eg_homolog_subtype","Last common ancestor with Oryza barthii","homologs"
"obarthii_eg_homolog_orthology_type","Oryza barthii homology type","homologs"
"obarthii_eg_homolog_perc_id","%id. target Oryza barthii gene identical to query gene","homologs"
"obarthii_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza barthii gene","homologs"
"obarthii_eg_homolog_orthology_confidence","Oryza barthii orthology confidence [0 low, 1 high]","homologs"
"obrachyantha_eg_homolog_ensembl_gene","Oryza brachyantha gene stable ID","homologs"
"obrachyantha_eg_homolog_associated_gene_name","Oryza brachyantha gene name","homologs"
"obrachyantha_eg_homolog_ensembl_peptide","Oryza brachyantha protein or transcript stable ID","homologs"
"obrachyantha_eg_homolog_chromosome","Oryza brachyantha chromosome/scaffold name","homologs"
"obrachyantha_eg_homolog_chrom_start","Oryza brachyantha chromosome/scaffold start (bp)","homologs"
"obrachyantha_eg_homolog_chrom_end","Oryza brachyantha chromosome/scaffold end (bp)","homologs"
"obrachyantha_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"obrachyantha_eg_homolog_subtype","Last common ancestor with Oryza brachyantha","homologs"
"obrachyantha_eg_homolog_orthology_type","Oryza brachyantha homology type","homologs"
"obrachyantha_eg_homolog_perc_id","%id. target Oryza brachyantha gene identical to query gene","homologs"
"obrachyantha_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza brachyantha gene","homologs"
"obrachyantha_eg_homolog_orthology_confidence","Oryza brachyantha orthology confidence [0 low, 1 high]","homologs"
"oglaberrima_eg_homolog_ensembl_gene","Oryza glaberrima gene stable ID","homologs"
"oglaberrima_eg_homolog_associated_gene_name","Oryza glaberrima gene name","homologs"
"oglaberrima_eg_homolog_ensembl_peptide","Oryza glaberrima protein or transcript stable ID","homologs"
"oglaberrima_eg_homolog_chromosome","Oryza glaberrima chromosome/scaffold name","homologs"
"oglaberrima_eg_homolog_chrom_start","Oryza glaberrima chromosome/scaffold start (bp)","homologs"
"oglaberrima_eg_homolog_chrom_end","Oryza glaberrima chromosome/scaffold end (bp)","homologs"
"oglaberrima_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"oglaberrima_eg_homolog_subtype","Last common ancestor with Oryza glaberrima","homologs"
"oglaberrima_eg_homolog_orthology_type","Oryza glaberrima homology type","homologs"
"oglaberrima_eg_homolog_perc_id","%id. target Oryza glaberrima gene identical to query gene","homologs"
"oglaberrima_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza glaberrima gene","homologs"
"oglaberrima_eg_homolog_orthology_confidence","Oryza glaberrima orthology confidence [0 low, 1 high]","homologs"
"oglumipatula_eg_homolog_ensembl_gene","Oryza glumipatula gene stable ID","homologs"
"oglumipatula_eg_homolog_associated_gene_name","Oryza glumipatula gene name","homologs"
"oglumipatula_eg_homolog_ensembl_peptide","Oryza glumipatula protein or transcript stable ID","homologs"
"oglumipatula_eg_homolog_chromosome","Oryza glumipatula chromosome/scaffold name","homologs"
"oglumipatula_eg_homolog_chrom_start","Oryza glumipatula chromosome/scaffold start (bp)","homologs"
"oglumipatula_eg_homolog_chrom_end","Oryza glumipatula chromosome/scaffold end (bp)","homologs"
"oglumipatula_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"oglumipatula_eg_homolog_subtype","Last common ancestor with Oryza glumipatula","homologs"
"oglumipatula_eg_homolog_orthology_type","Oryza glumipatula homology type","homologs"
"oglumipatula_eg_homolog_perc_id","%id. target Oryza glumipatula gene identical to query gene","homologs"
"oglumipatula_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza glumipatula gene","homologs"
"oglumipatula_eg_homolog_orthology_confidence","Oryza glumipatula orthology confidence [0 low, 1 high]","homologs"
"olongistaminata_eg_homolog_ensembl_gene","Oryza longistaminata gene stable ID","homologs"
"olongistaminata_eg_homolog_associated_gene_name","Oryza longistaminata gene name","homologs"
"olongistaminata_eg_homolog_ensembl_peptide","Oryza longistaminata protein or transcript stable ID","homologs"
"olongistaminata_eg_homolog_chromosome","Oryza longistaminata chromosome/scaffold name","homologs"
"olongistaminata_eg_homolog_chrom_start","Oryza longistaminata chromosome/scaffold start (bp)","homologs"
"olongistaminata_eg_homolog_chrom_end","Oryza longistaminata chromosome/scaffold end (bp)","homologs"
"olongistaminata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"olongistaminata_eg_homolog_subtype","Last common ancestor with Oryza longistaminata","homologs"
"olongistaminata_eg_homolog_orthology_type","Oryza longistaminata homology type","homologs"
"olongistaminata_eg_homolog_perc_id","%id. target Oryza longistaminata gene identical to query gene","homologs"
"olongistaminata_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza longistaminata gene","homologs"
"olongistaminata_eg_homolog_orthology_confidence","Oryza longistaminata orthology confidence [0 low, 1 high]","homologs"
"omeridionalis_eg_homolog_ensembl_gene","Oryza meridionalis gene stable ID","homologs"
"omeridionalis_eg_homolog_associated_gene_name","Oryza meridionalis gene name","homologs"
"omeridionalis_eg_homolog_ensembl_peptide","Oryza meridionalis protein or transcript stable ID","homologs"
"omeridionalis_eg_homolog_chromosome","Oryza meridionalis chromosome/scaffold name","homologs"
"omeridionalis_eg_homolog_chrom_start","Oryza meridionalis chromosome/scaffold start (bp)","homologs"
"omeridionalis_eg_homolog_chrom_end","Oryza meridionalis chromosome/scaffold end (bp)","homologs"
"omeridionalis_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"omeridionalis_eg_homolog_subtype","Last common ancestor with Oryza meridionalis","homologs"
"omeridionalis_eg_homolog_orthology_type","Oryza meridionalis homology type","homologs"
"omeridionalis_eg_homolog_perc_id","%id. target Oryza meridionalis gene identical to query gene","homologs"
"omeridionalis_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza meridionalis gene","homologs"
"omeridionalis_eg_homolog_orthology_confidence","Oryza meridionalis orthology confidence [0 low, 1 high]","homologs"
"onivara_eg_homolog_ensembl_gene","Oryza nivara gene stable ID","homologs"
"onivara_eg_homolog_associated_gene_name","Oryza nivara gene name","homologs"
"onivara_eg_homolog_ensembl_peptide","Oryza nivara protein or transcript stable ID","homologs"
"onivara_eg_homolog_chromosome","Oryza nivara chromosome/scaffold name","homologs"
"onivara_eg_homolog_chrom_start","Oryza nivara chromosome/scaffold start (bp)","homologs"
"onivara_eg_homolog_chrom_end","Oryza nivara chromosome/scaffold end (bp)","homologs"
"onivara_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"onivara_eg_homolog_subtype","Last common ancestor with Oryza nivara","homologs"
"onivara_eg_homolog_orthology_type","Oryza nivara homology type","homologs"
"onivara_eg_homolog_perc_id","%id. target Oryza nivara gene identical to query gene","homologs"
"onivara_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza nivara gene","homologs"
"onivara_eg_homolog_orthology_confidence","Oryza nivara orthology confidence [0 low, 1 high]","homologs"
"opunctata_eg_homolog_ensembl_gene","Oryza punctata gene stable ID","homologs"
"opunctata_eg_homolog_associated_gene_name","Oryza punctata gene name","homologs"
"opunctata_eg_homolog_ensembl_peptide","Oryza punctata protein or transcript stable ID","homologs"
"opunctata_eg_homolog_chromosome","Oryza punctata chromosome/scaffold name","homologs"
"opunctata_eg_homolog_chrom_start","Oryza punctata chromosome/scaffold start (bp)","homologs"
"opunctata_eg_homolog_chrom_end","Oryza punctata chromosome/scaffold end (bp)","homologs"
"opunctata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"opunctata_eg_homolog_subtype","Last common ancestor with Oryza punctata","homologs"
"opunctata_eg_homolog_orthology_type","Oryza punctata homology type","homologs"
"opunctata_eg_homolog_perc_id","%id. target Oryza punctata gene identical to query gene","homologs"
"opunctata_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza punctata gene","homologs"
"opunctata_eg_homolog_orthology_confidence","Oryza punctata orthology confidence [0 low, 1 high]","homologs"
"orufipogon_eg_homolog_ensembl_gene","Oryza rufipogon gene stable ID","homologs"
"orufipogon_eg_homolog_associated_gene_name","Oryza rufipogon gene name","homologs"
"orufipogon_eg_homolog_ensembl_peptide","Oryza rufipogon protein or transcript stable ID","homologs"
"orufipogon_eg_homolog_chromosome","Oryza rufipogon chromosome/scaffold name","homologs"
"orufipogon_eg_homolog_chrom_start","Oryza rufipogon chromosome/scaffold start (bp)","homologs"
"orufipogon_eg_homolog_chrom_end","Oryza rufipogon chromosome/scaffold end (bp)","homologs"
"orufipogon_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"orufipogon_eg_homolog_subtype","Last common ancestor with Oryza rufipogon","homologs"
"orufipogon_eg_homolog_orthology_type","Oryza rufipogon homology type","homologs"
"orufipogon_eg_homolog_perc_id","%id. target Oryza rufipogon gene identical to query gene","homologs"
"orufipogon_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza rufipogon gene","homologs"
"orufipogon_eg_homolog_orthology_confidence","Oryza rufipogon orthology confidence [0 low, 1 high]","homologs"
"oindica_eg_homolog_ensembl_gene","Oryza sativa Indica Group gene stable ID","homologs"
"oindica_eg_homolog_associated_gene_name","Oryza sativa Indica Group gene name","homologs"
"oindica_eg_homolog_ensembl_peptide","Oryza sativa Indica Group protein or transcript stable ID","homologs"
"oindica_eg_homolog_chromosome","Oryza sativa Indica Group chromosome/scaffold name","homologs"
"oindica_eg_homolog_chrom_start","Oryza sativa Indica Group chromosome/scaffold start (bp)","homologs"
"oindica_eg_homolog_chrom_end","Oryza sativa Indica Group chromosome/scaffold end (bp)","homologs"
"oindica_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"oindica_eg_homolog_subtype","Last common ancestor with Oryza sativa Indica Group","homologs"
"oindica_eg_homolog_orthology_type","Oryza sativa Indica Group homology type","homologs"
"oindica_eg_homolog_perc_id","%id. target Oryza sativa Indica Group gene identical to query gene","homologs"
"oindica_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza sativa Indica Group gene","homologs"
"oindica_eg_homolog_orthology_confidence","Oryza sativa Indica Group orthology confidence [0 low, 1 high]","homologs"
"osativa_eg_homolog_ensembl_gene","Oryza sativa Japonica Group gene stable ID","homologs"
"osativa_eg_homolog_associated_gene_name","Oryza sativa Japonica Group gene name","homologs"
"osativa_eg_homolog_ensembl_peptide","Oryza sativa Japonica Group protein or transcript stable ID","homologs"
"osativa_eg_homolog_chromosome","Oryza sativa Japonica Group chromosome/scaffold name","homologs"
"osativa_eg_homolog_chrom_start","Oryza sativa Japonica Group chromosome/scaffold start (bp)","homologs"
"osativa_eg_homolog_chrom_end","Oryza sativa Japonica Group chromosome/scaffold end (bp)","homologs"
"osativa_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"osativa_eg_homolog_subtype","Last common ancestor with Oryza sativa Japonica Group","homologs"
"osativa_eg_homolog_orthology_type","Oryza sativa Japonica Group homology type","homologs"
"osativa_eg_homolog_perc_id","%id. target Oryza sativa Japonica Group gene identical to query gene","homologs"
"osativa_eg_homolog_perc_id_r1","%id. query gene identical to target Oryza sativa Japonica Group gene","homologs"
"osativa_eg_homolog_wga_coverage","Oryza sativa Japonica Group Whole-genome alignment coverage","homologs"
"osativa_eg_homolog_orthology_confidence","Oryza sativa Japonica Group orthology confidence [0 low, 1 high]","homologs"
"olucimarinus_eg_homolog_ensembl_gene","Ostreococcus lucimarinus gene stable ID","homologs"
"olucimarinus_eg_homolog_associated_gene_name","Ostreococcus lucimarinus gene name","homologs"
"olucimarinus_eg_homolog_ensembl_peptide","Ostreococcus lucimarinus protein or transcript stable ID","homologs"
"olucimarinus_eg_homolog_chromosome","Ostreococcus lucimarinus chromosome/scaffold name","homologs"
"olucimarinus_eg_homolog_chrom_start","Ostreococcus lucimarinus chromosome/scaffold start (bp)","homologs"
"olucimarinus_eg_homolog_chrom_end","Ostreococcus lucimarinus chromosome/scaffold end (bp)","homologs"
"olucimarinus_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"olucimarinus_eg_homolog_subtype","Last common ancestor with Ostreococcus lucimarinus","homologs"
"olucimarinus_eg_homolog_orthology_type","Ostreococcus lucimarinus homology type","homologs"
"olucimarinus_eg_homolog_perc_id","%id. target Ostreococcus lucimarinus gene identical to query gene","homologs"
"olucimarinus_eg_homolog_perc_id_r1","%id. query gene identical to target Ostreococcus lucimarinus gene","homologs"
"olucimarinus_eg_homolog_orthology_confidence","Ostreococcus lucimarinus orthology confidence [0 low, 1 high]","homologs"
"phfil2_eg_homolog_ensembl_gene","Panicum hallii FIL2 gene stable ID","homologs"
"phfil2_eg_homolog_associated_gene_name","Panicum hallii FIL2 gene name","homologs"
"phfil2_eg_homolog_ensembl_peptide","Panicum hallii FIL2 protein or transcript stable ID","homologs"
"phfil2_eg_homolog_chromosome","Panicum hallii FIL2 chromosome/scaffold name","homologs"
"phfil2_eg_homolog_chrom_start","Panicum hallii FIL2 chromosome/scaffold start (bp)","homologs"
"phfil2_eg_homolog_chrom_end","Panicum hallii FIL2 chromosome/scaffold end (bp)","homologs"
"phfil2_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"phfil2_eg_homolog_subtype","Last common ancestor with Panicum hallii FIL2","homologs"
"phfil2_eg_homolog_orthology_type","Panicum hallii FIL2 homology type","homologs"
"phfil2_eg_homolog_perc_id","%id. target Panicum hallii FIL2 gene identical to query gene","homologs"
"phfil2_eg_homolog_perc_id_r1","%id. query gene identical to target Panicum hallii FIL2 gene","homologs"
"phfil2_eg_homolog_orthology_confidence","Panicum hallii FIL2 orthology confidence [0 low, 1 high]","homologs"
"phhal2_eg_homolog_ensembl_gene","Panicum hallii HAL2 gene stable ID","homologs"
"phhal2_eg_homolog_associated_gene_name","Panicum hallii HAL2 gene name","homologs"
"phhal2_eg_homolog_ensembl_peptide","Panicum hallii HAL2 protein or transcript stable ID","homologs"
"phhal2_eg_homolog_chromosome","Panicum hallii HAL2 chromosome/scaffold name","homologs"
"phhal2_eg_homolog_chrom_start","Panicum hallii HAL2 chromosome/scaffold start (bp)","homologs"
"phhal2_eg_homolog_chrom_end","Panicum hallii HAL2 chromosome/scaffold end (bp)","homologs"
"phhal2_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"phhal2_eg_homolog_subtype","Last common ancestor with Panicum hallii HAL2","homologs"
"phhal2_eg_homolog_orthology_type","Panicum hallii HAL2 homology type","homologs"
"phhal2_eg_homolog_perc_id","%id. target Panicum hallii HAL2 gene identical to query gene","homologs"
"phhal2_eg_homolog_perc_id_r1","%id. query gene identical to target Panicum hallii HAL2 gene","homologs"
"phhal2_eg_homolog_orthology_confidence","Panicum hallii HAL2 orthology confidence [0 low, 1 high]","homologs"
"pvulgaris_eg_homolog_ensembl_gene","Phaseolus vulgaris gene stable ID","homologs"
"pvulgaris_eg_homolog_associated_gene_name","Phaseolus vulgaris gene name","homologs"
"pvulgaris_eg_homolog_ensembl_peptide","Phaseolus vulgaris protein or transcript stable ID","homologs"
"pvulgaris_eg_homolog_chromosome","Phaseolus vulgaris chromosome/scaffold name","homologs"
"pvulgaris_eg_homolog_chrom_start","Phaseolus vulgaris chromosome/scaffold start (bp)","homologs"
"pvulgaris_eg_homolog_chrom_end","Phaseolus vulgaris chromosome/scaffold end (bp)","homologs"
"pvulgaris_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"pvulgaris_eg_homolog_subtype","Last common ancestor with Phaseolus vulgaris","homologs"
"pvulgaris_eg_homolog_orthology_type","Phaseolus vulgaris homology type","homologs"
"pvulgaris_eg_homolog_perc_id","%id. target Phaseolus vulgaris gene identical to query gene","homologs"
"pvulgaris_eg_homolog_perc_id_r1","%id. query gene identical to target Phaseolus vulgaris gene","homologs"
"pvulgaris_eg_homolog_orthology_confidence","Phaseolus vulgaris orthology confidence [0 low, 1 high]","homologs"
"ppatens_eg_homolog_ensembl_gene","Physcomitrella patens gene stable ID","homologs"
"ppatens_eg_homolog_associated_gene_name","Physcomitrella patens gene name","homologs"
"ppatens_eg_homolog_ensembl_peptide","Physcomitrella patens protein or transcript stable ID","homologs"
"ppatens_eg_homolog_chromosome","Physcomitrella patens chromosome/scaffold name","homologs"
"ppatens_eg_homolog_chrom_start","Physcomitrella patens chromosome/scaffold start (bp)","homologs"
"ppatens_eg_homolog_chrom_end","Physcomitrella patens chromosome/scaffold end (bp)","homologs"
"ppatens_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ppatens_eg_homolog_subtype","Last common ancestor with Physcomitrella patens","homologs"
"ppatens_eg_homolog_orthology_type","Physcomitrella patens homology type","homologs"
"ppatens_eg_homolog_perc_id","%id. target Physcomitrella patens gene identical to query gene","homologs"
"ppatens_eg_homolog_perc_id_r1","%id. query gene identical to target Physcomitrella patens gene","homologs"
"ppatens_eg_homolog_orthology_confidence","Physcomitrella patens orthology confidence [0 low, 1 high]","homologs"
"pvera_eg_homolog_ensembl_gene","Pistacia vera gene stable ID","homologs"
"pvera_eg_homolog_associated_gene_name","Pistacia vera gene name","homologs"
"pvera_eg_homolog_ensembl_peptide","Pistacia vera protein or transcript stable ID","homologs"
"pvera_eg_homolog_chromosome","Pistacia vera chromosome/scaffold name","homologs"
"pvera_eg_homolog_chrom_start","Pistacia vera chromosome/scaffold start (bp)","homologs"
"pvera_eg_homolog_chrom_end","Pistacia vera chromosome/scaffold end (bp)","homologs"
"pvera_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"pvera_eg_homolog_subtype","Last common ancestor with Pistacia vera","homologs"
"pvera_eg_homolog_orthology_type","Pistacia vera homology type","homologs"
"pvera_eg_homolog_perc_id","%id. target Pistacia vera gene identical to query gene","homologs"
"pvera_eg_homolog_perc_id_r1","%id. query gene identical to target Pistacia vera gene","homologs"
"pvera_eg_homolog_orthology_confidence","Pistacia vera orthology confidence [0 low, 1 high]","homologs"
"ptrichocarpa_eg_homolog_ensembl_gene","Populus trichocarpa gene stable ID","homologs"
"ptrichocarpa_eg_homolog_associated_gene_name","Populus trichocarpa gene name","homologs"
"ptrichocarpa_eg_homolog_ensembl_peptide","Populus trichocarpa protein or transcript stable ID","homologs"
"ptrichocarpa_eg_homolog_chromosome","Populus trichocarpa chromosome/scaffold name","homologs"
"ptrichocarpa_eg_homolog_chrom_start","Populus trichocarpa chromosome/scaffold start (bp)","homologs"
"ptrichocarpa_eg_homolog_chrom_end","Populus trichocarpa chromosome/scaffold end (bp)","homologs"
"ptrichocarpa_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ptrichocarpa_eg_homolog_subtype","Last common ancestor with Populus trichocarpa","homologs"
"ptrichocarpa_eg_homolog_orthology_type","Populus trichocarpa homology type","homologs"
"ptrichocarpa_eg_homolog_perc_id","%id. target Populus trichocarpa gene identical to query gene","homologs"
"ptrichocarpa_eg_homolog_perc_id_r1","%id. query gene identical to target Populus trichocarpa gene","homologs"
"ptrichocarpa_eg_homolog_orthology_confidence","Populus trichocarpa orthology confidence [0 low, 1 high]","homologs"
"pavium_eg_homolog_ensembl_gene","Prunus avium gene stable ID","homologs"
"pavium_eg_homolog_associated_gene_name","Prunus avium gene name","homologs"
"pavium_eg_homolog_ensembl_peptide","Prunus avium protein or transcript stable ID","homologs"
"pavium_eg_homolog_chromosome","Prunus avium chromosome/scaffold name","homologs"
"pavium_eg_homolog_chrom_start","Prunus avium chromosome/scaffold start (bp)","homologs"
"pavium_eg_homolog_chrom_end","Prunus avium chromosome/scaffold end (bp)","homologs"
"pavium_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"pavium_eg_homolog_subtype","Last common ancestor with Prunus avium","homologs"
"pavium_eg_homolog_orthology_type","Prunus avium homology type","homologs"
"pavium_eg_homolog_perc_id","%id. target Prunus avium gene identical to query gene","homologs"
"pavium_eg_homolog_perc_id_r1","%id. query gene identical to target Prunus avium gene","homologs"
"pavium_eg_homolog_orthology_confidence","Prunus avium orthology confidence [0 low, 1 high]","homologs"
"ppersica_eg_homolog_ensembl_gene","Prunus persica gene stable ID","homologs"
"ppersica_eg_homolog_associated_gene_name","Prunus persica gene name","homologs"
"ppersica_eg_homolog_ensembl_peptide","Prunus persica protein or transcript stable ID","homologs"
"ppersica_eg_homolog_chromosome","Prunus persica chromosome/scaffold name","homologs"
"ppersica_eg_homolog_chrom_start","Prunus persica chromosome/scaffold start (bp)","homologs"
"ppersica_eg_homolog_chrom_end","Prunus persica chromosome/scaffold end (bp)","homologs"
"ppersica_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ppersica_eg_homolog_subtype","Last common ancestor with Prunus persica","homologs"
"ppersica_eg_homolog_orthology_type","Prunus persica homology type","homologs"
"ppersica_eg_homolog_perc_id","%id. target Prunus persica gene identical to query gene","homologs"
"ppersica_eg_homolog_perc_id_r1","%id. query gene identical to target Prunus persica gene","homologs"
"ppersica_eg_homolog_orthology_confidence","Prunus persica orthology confidence [0 low, 1 high]","homologs"
"pdulcis_eg_homolog_ensembl_gene","Prunus_dulcis gene stable ID","homologs"
"pdulcis_eg_homolog_associated_gene_name","Prunus_dulcis gene name","homologs"
"pdulcis_eg_homolog_ensembl_peptide","Prunus_dulcis protein or transcript stable ID","homologs"
"pdulcis_eg_homolog_chromosome","Prunus_dulcis chromosome/scaffold name","homologs"
"pdulcis_eg_homolog_chrom_start","Prunus_dulcis chromosome/scaffold start (bp)","homologs"
"pdulcis_eg_homolog_chrom_end","Prunus_dulcis chromosome/scaffold end (bp)","homologs"
"pdulcis_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"pdulcis_eg_homolog_subtype","Last common ancestor with Prunus_dulcis","homologs"
"pdulcis_eg_homolog_orthology_type","Prunus_dulcis homology type","homologs"
"pdulcis_eg_homolog_perc_id","%id. target Prunus_dulcis gene identical to query gene","homologs"
"pdulcis_eg_homolog_perc_id_r1","%id. query gene identical to target Prunus_dulcis gene","homologs"
"pdulcis_eg_homolog_orthology_confidence","Prunus_dulcis orthology confidence [0 low, 1 high]","homologs"
"rchinensis_eg_homolog_ensembl_gene","Rosa chinensis gene stable ID","homologs"
"rchinensis_eg_homolog_associated_gene_name","Rosa chinensis gene name","homologs"
"rchinensis_eg_homolog_ensembl_peptide","Rosa chinensis protein or transcript stable ID","homologs"
"rchinensis_eg_homolog_chromosome","Rosa chinensis chromosome/scaffold name","homologs"
"rchinensis_eg_homolog_chrom_start","Rosa chinensis chromosome/scaffold start (bp)","homologs"
"rchinensis_eg_homolog_chrom_end","Rosa chinensis chromosome/scaffold end (bp)","homologs"
"rchinensis_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"rchinensis_eg_homolog_subtype","Last common ancestor with Rosa chinensis","homologs"
"rchinensis_eg_homolog_orthology_type","Rosa chinensis homology type","homologs"
"rchinensis_eg_homolog_perc_id","%id. target Rosa chinensis gene identical to query gene","homologs"
"rchinensis_eg_homolog_perc_id_r1","%id. query gene identical to target Rosa chinensis gene","homologs"
"rchinensis_eg_homolog_orthology_confidence","Rosa chinensis orthology confidence [0 low, 1 high]","homologs"
"sspontaneum_eg_homolog_ensembl_gene","Saccharum spontaneum gene stable ID","homologs"
"sspontaneum_eg_homolog_associated_gene_name","Saccharum spontaneum gene name","homologs"
"sspontaneum_eg_homolog_ensembl_peptide","Saccharum spontaneum protein or transcript stable ID","homologs"
"sspontaneum_eg_homolog_chromosome","Saccharum spontaneum chromosome/scaffold name","homologs"
"sspontaneum_eg_homolog_chrom_start","Saccharum spontaneum chromosome/scaffold start (bp)","homologs"
